r,X_r,Conn_r,euler_rips_r
76.04,2568.904761904762,1,315948
76.51,2569.84126984127,1,316065
77.35,2570.785714285714,1,316183
77.37,2571.7619047619046,1,316305
77.55,2572.7063492063494,1,316423
78.31,2574.6190476190477,1,316662
80.04,2575.563492063492,1,316780
80.36,2576.5396825396824,1,316902
80.83,2577.5,1,317022
81.13,2578.4603174603176,1,317142
81.74,2580.404761904762,1,317385
82.95,2581.373015873016,1,317506
85.45,2582.3492063492063,1,317628
89.45,2583.3333333333335,1,317751
